episode_id,timestamp,day_of_week,month,latitude,longitude,area_type,weather,rainfall_mm,temperature,festival_active,construction_active,peak_hour,event_type,severity,primary_cause,secondary_cause,tertiary_cause,citizens_affected,avg_delay_minutes,response_time_minutes,intervention,personnel_deployed,resolution_time,outcome_score,retrieval_count,importance_score,confidence_score
EP_123,2025-08-07 04:00:00,Thursday,8,18.989142308065738,72.887682534059,Commercial,Heavy Rain,71,21,False,False,False,Flooding,High,Heavy Rain,,,4149,17,15,Additional Personnel,23,251,0.65,0,0.5,0.99
EP_124,2024-10-27 01:00:00,Sunday,10,18.96220905519176,72.776971859658,School Zone,Light Rain,19,23,False,True,False,Traffic Congestion,Low,Road Construction,,,3925,63,65,Traffic Diversion,6,272,0.69,0,0.59,0.97
EP_125,2024-03-20 10:00:00,Wednesday,3,19.0244345500332,72.89987046352309,Transit Hub,Clear,4,33,False,False,True,Traffic Congestion,Medium,,,,1762,10,22,Public Alert,30,138,0.54,0,0.63,0.6
EP_126,2025-08-04 07:00:00,Monday,8,18.9794621785029,72.87152445527667,Residential,Cloudy,12,24,False,True,False,Traffic Congestion,High,Road Construction,,,1385,95,62,Additional Personnel,8,228,0.98,0,0.5,0.86
EP_127,2025-04-13 23:00:00,Sunday,4,19.049304050793598,72.7922543065135,Residential,Heavy Rain,76,23,False,False,False,Flooding,Medium,Heavy Rain,,,4304,110,51,Additional Personnel,45,258,0.9,0,0.6,0.93
EP_128,2024-07-19 04:00:00,Friday,7,19.03227359420145,72.94055920750955,Commercial,Light Rain,2,21,False,False,False,Road Damage,Low,,,,3760,62,81,No Action,23,119,0.73,0,0.45,0.48
EP_129,2025-05-18 11:00:00,Sunday,5,19.076134690127073,72.80567560002628,Transit Hub,Heavy Rain,106,20,False,False,False,Flooding,Low,Heavy Rain,,,2996,60,9,Public Alert,35,142,0.64,0,0.73,0.65
EP_130,2025-12-04 01:00:00,Thursday,12,18.95949533811926,72.78759172532277,School Zone,Heavy Rain,145,26,False,True,False,Traffic Congestion,Medium,Heavy Rain,Road Construction,,194,36,11,Traffic Diversion,36,265,0.47,0,0.41,0.45
EP_131,2025-10-04 15:00:00,Saturday,10,18.993729698791473,72.9412396735223,Market Area,Heavy Rain,127,29,False,False,False,Flooding,High,Heavy Rain,,,3024,101,68,Emergency Crew Dispatch,40,47,0.72,0,0.58,0.8
EP_132,2024-06-21 13:00:00,Friday,6,18.962529139004978,72.94588046252647,School Zone,Cloudy,8,36,False,True,False,Traffic Congestion,Medium,Road Construction,,,3959,43,16,Traffic Diversion,48,179,0.83,0,0.3,0.72
EP_133,2025-09-18 14:00:00,Thursday,9,19.121970613862437,72.80412251069485,Hospital Zone,Clear,2,33,False,False,False,Water Leakage,Medium,,,,473,93,45,Water Pump Deployment,17,121,0.64,0,0.62,0.55
EP_134,2025-10-08 08:00:00,Wednesday,10,18.98037172854366,72.92007105633304,Commercial,Light Rain,9,27,False,False,True,Traffic Congestion,High,,,,4191,52,55,Water Pump Deployment,28,270,0.6,0,0.85,0.96
EP_135,2025-11-24 03:00:00,Monday,11,18.98829864788486,72.83554403331435,School Zone,Cloudy,3,29,False,True,False,Traffic Congestion,Medium,Road Construction,,,3682,112,41,Additional Personnel,19,184,0.77,0,0.6,0.67
EP_136,2024-10-29 05:00:00,Tuesday,10,19.03556045728627,72.81325934786582,Market Area,Heavy Rain,109,34,False,True,False,Traffic Congestion,Medium,Heavy Rain,Road Construction,,3926,76,48,No Action,12,42,0.93,0,0.77,0.85
EP_137,2025-03-27 11:00:00,Thursday,3,19.10416272817047,72.83078417063139,Residential,Light Rain,7,23,False,False,False,EMS Delay,Low,,,,638,38,21,Water Pump Deployment,28,41,0.42,0,0.7,0.89
EP_138,2024-01-07 19:00:00,Sunday,1,19.024539588954692,72.79650546915222,Commercial,Light Rain,5,24,True,False,True,Traffic Congestion,Medium,Festival Crowd,,,2565,36,68,Road Closure,29,75,0.46,0,0.9,0.99
EP_139,2024-02-16 09:00:00,Friday,2,19.156078926409055,72.96669747137994,Hospital Zone,Cloudy,20,37,False,False,True,Traffic Congestion,Low,,,,2737,63,63,Road Closure,17,183,0.57,0,0.41,0.48
EP_140,2024-01-12 00:00:00,Friday,1,19.002931489561558,72.9211069291433,School Zone,Heavy Rain,86,22,False,False,False,Flooding,Medium,Heavy Rain,,,2214,95,13,Water Pump Deployment,39,244,0.91,0,0.41,0.99
EP_141,2025-11-01 02:00:00,Saturday,11,19.04687704203281,72.79946358630913,School Zone,Cloudy,19,30,False,False,False,Accident,High,High Traffic Volume,,,2314,59,23,Emergency Crew Dispatch,17,28,0.71,0,0.87,0.86
EP_142,2024-10-15 07:00:00,Tuesday,10,19.087952408005485,72.98982420234502,School Zone,Clear,14,29,False,False,False,EMS Delay,Medium,,,,4077,9,67,Water Pump Deployment,12,66,0.88,0,0.62,0.74
EP_143,2024-09-16 17:00:00,Monday,9,18.969259272459198,72.84245901116901,Industrial,Light Rain,19,31,False,False,True,Traffic Congestion,Low,,,,1030,39,80,Emergency Crew Dispatch,33,204,0.66,0,0.32,0.91
EP_144,2025-11-18 15:00:00,Tuesday,11,19.12924273997315,72.8438047295049,Commercial,Light Rain,3,38,False,False,False,Flooding,Low,,,,3121,7,37,No Action,19,140,0.88,0,0.44,0.6
EP_145,2024-09-29 08:00:00,Sunday,9,19.080540151617065,72.89221114418963,Hospital Zone,Clear,18,29,False,False,True,Traffic Congestion,Low,,,,1161,51,64,Additional Personnel,40,250,0.63,0,1.0,0.97
EP_146,2025-04-07 19:00:00,Monday,4,19.01514962610617,72.8616079616642,Commercial,Cloudy,15,26,True,True,True,Traffic Congestion,Medium,Road Construction,Festival Crowd,,4513,25,31,Water Pump Deployment,20,112,0.88,0,0.5,0.72
EP_147,2025-08-05 18:00:00,Tuesday,8,19.142173394980897,72.8422263137059,Residential,Light Rain,4,25,True,False,True,Traffic Congestion,High,Festival Crowd,,,2792,93,66,No Action,26,220,0.47,0,0.93,0.75
EP_148,2024-01-13 16:00:00,Saturday,1,19.089238468003025,72.85545036112157,School Zone,Cloudy,11,21,False,False,False,Water Leakage,Low,,,,824,7,67,Traffic Diversion,27,155,0.85,0,0.65,0.54
EP_149,2025-10-14 05:00:00,Tuesday,10,19.038117607363173,72.98927676729511,Hospital Zone,Light Rain,7,21,True,False,False,Crowd Overflow,Medium,Festival Crowd,,,137,64,34,Additional Personnel,28,85,0.72,0,0.8,0.51
EP_150,2025-05-09 09:00:00,Friday,5,18.971124561735138,72.7874324821526,Industrial,Clear,11,32,False,False,True,Traffic Congestion,Low,,,,1247,32,61,Public Alert,25,53,0.79,0,0.78,0.79
EP_151,2025-09-30 13:00:00,Tuesday,9,18.99690861383977,72.94744939917611,Industrial,Cloudy,20,23,False,False,False,EMS Delay,Medium,,,,2493,89,24,No Action,26,222,0.5,0,0.67,0.88
EP_152,2025-06-26 17:00:00,Thursday,6,18.964422159649537,72.95553974222788,Industrial,Clear,11,27,False,True,True,Traffic Congestion,Low,Road Construction,,,1025,25,72,Water Pump Deployment,16,99,0.68,0,0.59,0.44
EP_153,2024-05-10 18:00:00,Friday,5,19.001230953591264,72.76552008406212,Hospital Zone,Clear,13,22,False,False,True,Traffic Congestion,Medium,,,,160,18,90,Traffic Diversion,7,170,0.8,0,0.49,0.94
EP_154,2024-10-02 12:00:00,Wednesday,10,19.01157683921525,72.91444151664274,School Zone,Clear,2,37,True,False,False,Crowd Overflow,Medium,Festival Crowd,,,4936,80,33,No Action,31,233,0.56,0,0.65,0.67
EP_155,2025-05-04 14:00:00,Sunday,5,19.140947887394255,72.98732337848402,Hospital Zone,Cloudy,1,31,False,False,False,Road Damage,Low,,,,4621,14,41,Traffic Diversion,12,158,0.9,0,0.54,0.75
EP_156,2024-07-05 15:00:00,Friday,7,19.065890752691537,72.80810062934239,Market Area,Cloudy,13,26,False,True,False,Traffic Congestion,Medium,Road Construction,,,3401,110,11,No Action,8,195,0.99,0,0.89,0.54
EP_157,2025-02-25 09:00:00,Tuesday,2,18.961004113395052,72.8982766720159,Industrial,Heavy Rain,123,27,False,False,True,Traffic Congestion,Medium,Heavy Rain,,,4981,48,68,Emergency Crew Dispatch,24,87,0.48,0,0.54,0.45
EP_158,2025-03-13 01:00:00,Thursday,3,19.000036899534855,72.87577505046103,Residential,Cloudy,3,26,False,False,False,Flooding,High,,,,4767,61,84,Emergency Crew Dispatch,16,172,0.96,0,0.91,0.52
EP_159,2024-10-29 22:00:00,Tuesday,10,18.979166841366055,72.80370694305311,Industrial,Cloudy,17,25,False,False,False,Water Leakage,Low,,,,3591,92,67,Traffic Diversion,21,146,0.52,0,0.67,0.64
EP_160,2024-12-27 19:00:00,Friday,12,19.07235990744634,72.97565434506926,Residential,Clear,13,26,False,True,True,Traffic Congestion,Low,Road Construction,,,531,26,20,No Action,11,271,0.77,0,0.38,0.62
EP_161,2025-09-26 08:00:00,Friday,9,19.01036481487846,72.78606106370263,Transit Hub,Clear,16,36,False,False,True,Traffic Congestion,Medium,,,,3845,56,75,No Action,48,204,0.49,0,0.95,0.83
EP_162,2024-04-11 03:00:00,Thursday,4,18.96694839505076,72.86006144950865,Transit Hub,Cloudy,8,20,False,False,False,Traffic Congestion,Medium,,,,3862,46,79,Additional Personnel,3,291,0.63,0,0.48,0.68
EP_163,2025-03-14 01:00:00,Friday,3,19.046845897833478,72.91129452126005,School Zone,Cloudy,17,25,False,False,False,Accident,Low,High Traffic Volume,,,1008,37,73,Traffic Diversion,22,51,0.47,0,0.37,0.87
EP_164,2025-01-24 17:00:00,Friday,1,19.171750693141103,72.9210083503806,Hospital Zone,Light Rain,13,36,False,False,True,Traffic Congestion,High,,,,223,53,30,Road Closure,22,186,0.82,0,0.75,0.79
EP_165,2024-01-29 02:00:00,Monday,1,19.035051540528418,72.86240170710903,Industrial,Heavy Rain,60,37,False,True,False,Traffic Congestion,Medium,Heavy Rain,Road Construction,,3407,53,63,Additional Personnel,47,27,0.82,0,0.4,0.76
EP_166,2024-09-23 00:00:00,Monday,9,19.066905066867484,72.9287219353875,Hospital Zone,Light Rain,12,26,False,False,False,Crowd Overflow,Medium,,,,1698,39,29,Public Alert,41,146,0.9,0,0.46,0.93
EP_167,2024-01-22 23:00:00,Monday,1,19.006759223934225,72.91727604870941,Industrial,Clear,20,32,False,True,False,Traffic Congestion,Low,Road Construction,,,1155,71,53,Additional Personnel,41,86,0.51,0,0.38,0.96
EP_168,2024-02-04 12:00:00,Sunday,2,19.05642583057863,72.78740731279153,Industrial,Clear,7,27,False,False,False,Water Leakage,Low,,,,2449,100,34,Additional Personnel,47,267,0.49,0,0.89,0.82
EP_169,2024-06-01 13:00:00,Saturday,6,19.00807135127259,72.79804494846586,Market Area,Cloudy,19,32,False,False,False,Water Leakage,Low,,,,777,115,23,Additional Personnel,47,282,0.88,0,0.42,0.51
EP_170,2025-04-19 16:00:00,Saturday,4,19.048747495219775,72.77134820428498,Commercial,Heavy Rain,106,22,False,False,False,Flooding,Low,Heavy Rain,,,479,80,7,Road Closure,45,149,0.95,0,0.58,0.72
EP_171,2025-04-24 10:00:00,Thursday,4,18.960909773629268,72.91225421605061,Market Area,Clear,20,32,False,False,True,Traffic Congestion,Low,,,,3413,57,89,Emergency Crew Dispatch,10,38,0.62,0,0.98,0.98
EP_172,2025-10-04 23:00:00,Saturday,10,19.040176201475592,72.82606610758609,Commercial,Clear,9,37,False,False,False,Flooding,Medium,,,,221,112,37,Additional Personnel,46,206,0.92,0,0.38,0.56
EP_173,2025-08-03 20:00:00,Sunday,8,19.145194998392803,72.98450123685716,School Zone,Cloudy,5,29,False,True,True,Traffic Congestion,Medium,Road Construction,,,1794,21,18,Public Alert,26,201,0.72,0,0.92,0.41
EP_174,2025-03-19 17:00:00,Wednesday,3,19.04006869557257,72.92991800367479,Industrial,Light Rain,8,21,False,True,True,Traffic Congestion,Low,Road Construction,,,3647,115,65,Emergency Crew Dispatch,4,204,0.96,0,0.51,0.77
EP_175,2024-02-04 07:00:00,Sunday,2,19.186448531214353,72.8096587208894,Hospital Zone,Light Rain,13,21,False,False,False,Water Leakage,High,,,,178,104,79,Public Alert,46,280,0.97,0,0.78,0.63
EP_176,2024-05-14 10:00:00,Tuesday,5,18.95649709443698,72.9771309922671,Hospital Zone,Clear,0,22,False,False,True,Traffic Congestion,High,,,,4279,93,68,Public Alert,43,145,0.75,0,0.99,0.45
EP_177,2024-05-13 17:00:00,Monday,5,19.100185125591945,72.80014446468427,Industrial,Cloudy,14,25,False,False,True,Traffic Congestion,Low,,,,3696,83,8,Public Alert,7,214,0.55,0,0.37,0.55
EP_178,2025-12-11 04:00:00,Thursday,12,19.053245943175,72.92914347547507,Industrial,Cloudy,10,24,False,False,False,Water Leakage,Medium,,,,4442,39,20,Traffic Diversion,9,205,0.68,0,0.41,0.68
EP_179,2025-05-14 17:00:00,Wednesday,5,19.18713614000197,72.88182939401119,Market Area,Light Rain,4,25,False,False,True,Traffic Congestion,Low,,,,418,27,47,Water Pump Deployment,35,263,0.79,0,0.3,0.93
EP_180,2025-05-11 17:00:00,Sunday,5,19.049736230601845,72.82545877280072,School Zone,Cloudy,9,37,True,False,True,Traffic Congestion,Low,Festival Crowd,,,1072,76,26,Traffic Diversion,27,32,0.48,0,0.67,0.52
EP_181,2025-10-11 15:00:00,Saturday,10,19.09713463993094,72.82826340076318,Market Area,Clear,11,29,False,False,False,EMS Delay,Medium,,,,4185,13,45,Public Alert,27,19,0.68,0,0.7,0.42
EP_182,2024-11-23 10:00:00,Saturday,11,19.002246340824772,72.80892130759437,Industrial,Cloudy,6,26,False,False,True,Traffic Congestion,Low,,,,2398,103,66,Traffic Diversion,31,77,0.69,0,0.94,0.44
EP_183,2024-10-05 21:00:00,Saturday,10,19.194358373431136,72.90540137896244,Industrial,Light Rain,13,25,False,False,False,Traffic Congestion,Low,,,,3059,79,16,Water Pump Deployment,16,55,0.54,0,0.44,0.58
EP_184,2025-06-29 12:00:00,Sunday,6,18.97536543801775,72.87935636494642,Residential,Heavy Rain,88,29,False,True,False,Traffic Congestion,Medium,Heavy Rain,Road Construction,,3027,54,26,Emergency Crew Dispatch,32,81,0.94,0,0.79,0.69
EP_185,2025-10-30 07:00:00,Thursday,10,19.08659265737569,72.83759655434653,School Zone,Light Rain,11,26,False,False,False,Traffic Congestion,Low,,,,4373,35,88,Water Pump Deployment,15,88,0.72,0,0.65,0.99
EP_186,2024-05-31 03:00:00,Friday,5,19.10414397444424,72.87991610103151,Hospital Zone,Light Rain,19,21,False,True,False,Traffic Congestion,Medium,Road Construction,,,4278,76,52,Additional Personnel,20,297,0.9,0,0.51,0.57
EP_187,2024-08-24 02:00:00,Saturday,8,18.981341196568632,72.84023487009732,Market Area,Light Rain,1,23,False,True,False,Traffic Congestion,Medium,Road Construction,,,3486,84,15,Emergency Crew Dispatch,48,196,0.74,0,0.34,0.55
EP_188,2025-07-25 04:00:00,Friday,7,19.170010564919586,72.92294244138346,Market Area,Clear,13,24,False,False,False,Fire Incident,Medium,,,,2440,34,15,Public Alert,19,258,0.71,0,0.98,0.74
EP_189,2024-11-26 06:00:00,Tuesday,11,19.03340859436037,72.95711680539362,School Zone,Heavy Rain,51,24,False,False,False,Flooding,Medium,Heavy Rain,,,3832,15,38,No Action,12,199,0.74,0,0.76,0.88
EP_190,2024-08-08 05:00:00,Thursday,8,19.033102453427485,72.86126724776281,Market Area,Clear,12,28,False,False,False,Fire Incident,Low,,,,1100,32,26,Water Pump Deployment,4,245,0.6,0,0.63,0.67
EP_191,2025-06-14 04:00:00,Saturday,6,18.97123042319416,72.95593493043948,Transit Hub,Light Rain,11,35,False,False,False,Accident,Low,High Traffic Volume,,,2799,24,78,Additional Personnel,29,169,0.87,0,0.65,0.87
EP_192,2025-08-28 01:00:00,Thursday,8,19.131833931347387,72.99077217927852,Transit Hub,Cloudy,4,28,False,False,False,Crowd Overflow,Low,,,,259,65,19,Water Pump Deployment,40,183,0.59,0,0.64,0.71
EP_193,2025-10-06 04:00:00,Monday,10,18.98691775901196,72.8255553659715,Transit Hub,Clear,11,20,False,False,False,Road Damage,Medium,,,,2183,94,56,Public Alert,5,144,0.56,0,0.63,0.88
EP_194,2024-08-19 03:00:00,Monday,8,19.00093179825851,72.92247733739431,Transit Hub,Clear,20,30,False,False,False,Water Leakage,Low,,,,2953,113,43,No Action,16,58,0.47,0,0.56,0.92
EP_195,2025-05-17 00:00:00,Saturday,5,19.071908062146875,72.80380000230112,Hospital Zone,Clear,4,33,False,False,False,Fire Incident,Medium,,,,661,7,65,Additional Personnel,30,108,0.55,0,0.38,0.76
EP_196,2024-05-10 16:00:00,Friday,5,19.184089064561174,72.97982084578108,Industrial,Clear,13,27,False,True,False,Traffic Congestion,Low,Road Construction,,,4702,57,14,Water Pump Deployment,47,75,0.67,0,0.7,0.49
EP_197,2024-04-17 01:00:00,Wednesday,4,19.013329349673633,72.99237258398725,School Zone,Clear,16,36,False,False,False,Crowd Overflow,Medium,,,,2429,116,64,Road Closure,21,82,0.61,0,0.49,0.85
EP_198,2024-04-08 02:00:00,Monday,4,19.02771148038413,72.77157182360077,Commercial,Light Rain,7,24,True,False,False,Crowd Overflow,Medium,Festival Crowd,,,406,99,74,Additional Personnel,49,81,0.42,0,0.64,0.41
EP_199,2024-03-17 09:00:00,Sunday,3,19.13219637908567,72.98184217572957,Residential,Clear,5,35,False,False,True,Traffic Congestion,Medium,,,,2782,52,27,Emergency Crew Dispatch,5,198,0.77,0,0.39,0.98
EP_200,2024-04-01 15:00:00,Monday,4,19.07377315751181,72.91809419564882,Market Area,Heavy Rain,74,27,False,False,False,Flooding,Low,Heavy Rain,,,4870,68,50,Traffic Diversion,19,232,0.48,0,0.93,0.71
EP_201,2024-12-21 19:00:00,Saturday,12,19.173045815011115,72.85735332154488,Commercial,Clear,10,31,False,False,True,Traffic Congestion,Low,,,,2803,56,28,Public Alert,31,22,0.49,0,0.64,0.5
EP_202,2025-12-06 09:00:00,Saturday,12,19.108539259076387,72.98848289896847,Residential,Clear,1,28,False,False,True,Traffic Congestion,Low,,,,4112,97,43,Traffic Diversion,16,249,0.99,0,0.96,0.84
EP_203,2025-03-09 18:00:00,Sunday,3,18.996066139046093,72.81792884837022,Market Area,Cloudy,9,30,True,False,True,Traffic Congestion,Medium,Festival Crowd,,,2694,61,12,Public Alert,46,268,0.54,0,1.0,0.58
EP_204,2024-01-09 08:00:00,Tuesday,1,19.0923333483856,72.89906189592135,Residential,Cloudy,6,36,False,False,True,Traffic Congestion,Low,,,,3940,41,66,Public Alert,27,293,0.4,0,0.98,0.43
EP_205,2025-01-26 13:00:00,Sunday,1,19.063271166134378,72.92863293883411,School Zone,Clear,4,32,True,True,False,Traffic Congestion,Low,Road Construction,Festival Crowd,,2562,5,77,Water Pump Deployment,17,121,0.67,0,0.95,0.75
EP_206,2024-04-14 17:00:00,Sunday,4,18.95972398024587,72.88707811780391,Industrial,Clear,7,21,False,True,True,Traffic Congestion,Low,Road Construction,,,257,113,66,Traffic Diversion,16,199,0.58,0,0.95,0.48
EP_207,2025-02-22 09:00:00,Saturday,2,19.00455346620838,72.83812246226881,Market Area,Cloudy,20,35,False,True,True,Traffic Congestion,Medium,Road Construction,,,1107,71,78,Public Alert,34,117,0.64,0,0.47,0.95
EP_208,2024-02-20 19:00:00,Tuesday,2,19.05567557033964,72.86978942364206,Transit Hub,Clear,14,23,False,False,True,Traffic Congestion,Medium,,,,3635,96,46,Road Closure,14,60,0.66,0,0.57,0.75
EP_209,2024-01-22 10:00:00,Monday,1,18.962210866504694,72.97145879971137,Industrial,Cloudy,10,38,False,False,True,Traffic Congestion,Low,,,,3794,40,76,Water Pump Deployment,46,87,0.92,0,0.37,0.69
EP_210,2025-01-16 12:00:00,Thursday,1,18.98771473109308,72.8162173032309,Industrial,Clear,7,21,False,False,False,EMS Delay,Medium,,,,3532,111,74,Water Pump Deployment,46,106,0.69,0,0.65,0.56
EP_211,2024-07-25 08:00:00,Thursday,7,19.119677695410232,72.76647189292254,Transit Hub,Cloudy,13,26,False,False,True,Traffic Congestion,Low,,,,4667,90,56,Road Closure,26,229,0.89,0,0.62,0.71
EP_212,2025-10-01 16:00:00,Wednesday,10,19.08130333490567,72.97540720146898,Transit Hub,Cloudy,17,24,False,False,False,Traffic Congestion,Medium,,,,3020,109,6,Additional Personnel,39,104,0.86,0,0.4,0.54
EP_213,2024-10-27 22:00:00,Sunday,10,19.004961437423347,72.98256320262516,Transit Hub,Clear,8,36,False,False,False,Flooding,Medium,,,,4547,99,45,Water Pump Deployment,6,141,0.5,0,0.37,0.59
EP_214,2025-05-23 16:00:00,Friday,5,18.99460180115503,72.90365035231353,School Zone,Clear,13,22,False,False,False,Traffic Congestion,Low,,,,1798,42,32,Additional Personnel,50,127,0.93,0,0.53,0.83
EP_215,2025-04-05 23:00:00,Saturday,4,19.035805542660633,72.95784176841563,Industrial,Heavy Rain,127,34,False,False,False,Flooding,High,Heavy Rain,,,2539,88,81,Road Closure,12,281,0.73,0,0.34,0.99
EP_216,2024-09-04 23:00:00,Wednesday,9,18.97949794428856,72.99250683263617,School Zone,Clear,3,33,False,False,False,Road Damage,Low,,,,2136,36,8,No Action,39,219,0.99,0,0.66,0.73
EP_217,2025-09-03 02:00:00,Wednesday,9,18.97191813495035,72.80076828980691,Industrial,Clear,5,35,False,False,False,Power Outage,High,,,,1096,14,53,Emergency Crew Dispatch,6,77,0.42,0,0.5,0.89
EP_218,2024-12-19 09:00:00,Thursday,12,19.16799116610911,72.76046592325928,Transit Hub,Light Rain,18,23,False,True,True,Traffic Congestion,Low,Road Construction,,,4014,120,7,Public Alert,21,144,0.87,0,0.41,0.89
EP_219,2024-01-09 12:00:00,Tuesday,1,19.14761383346768,72.87064409643078,Hospital Zone,Cloudy,12,27,False,False,False,Flooding,Medium,,,,772,113,18,No Action,47,272,0.94,0,0.76,0.94
EP_220,2024-12-27 16:00:00,Friday,12,19.037531210794697,72.94117193817561,Market Area,Light Rain,16,22,False,False,False,Accident,Medium,High Traffic Volume,,,2694,87,52,Road Closure,3,250,0.67,0,0.95,0.4
EP_221,2025-04-13 07:00:00,Sunday,4,19.063225300812853,72.99356671921096,Industrial,Light Rain,13,34,False,False,False,Traffic Congestion,Low,,,,677,83,41,No Action,32,210,0.74,0,0.58,0.57
EP_222,2024-08-16 14:00:00,Friday,8,18.99454435959114,72.99549809907452,Commercial,Light Rain,16,36,True,False,False,Crowd Overflow,Low,Festival Crowd,,,4944,60,56,Public Alert,45,140,0.86,0,0.78,0.8
EP_223,2024-01-31 05:00:00,Wednesday,1,19.05442806064662,72.94875075346465,School Zone,Clear,18,22,True,False,False,Crowd Overflow,Medium,Festival Crowd,,,1652,37,82,Traffic Diversion,6,54,0.77,0,0.58,0.97
EP_224,2024-04-13 13:00:00,Saturday,4,19.02075640635351,72.93174716516234,Transit Hub,Clear,11,29,False,True,False,Traffic Congestion,Low,Road Construction,,,4611,41,63,Traffic Diversion,21,219,0.99,0,0.9,0.64
EP_225,2025-08-02 22:00:00,Saturday,8,19.16262699062857,72.80164117003201,Transit Hub,Heavy Rain,102,22,False,False,False,Flooding,Low,Heavy Rain,,,2539,97,88,Traffic Diversion,16,38,0.98,0,0.78,0.46
